0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"[0.5356026887893677, 0.11890000104904175]","[0.5421487092971802, 0.09528227150440216]","[0.5439490079879761, 0.0951169952750206]","[0.5460115671157837, 0.09489802271127701]","[0.5416836142539978, 0.09492522478103638]","[0.5429750084877014, 0.09437596797943115]","[0.5445181131362915, 0.09360402077436447]","[0.5641695857048035, 0.10525350272655487]","[0.5612283945083618, 0.10086659342050552]","[0.5434271097183228, 0.14298924803733826]","[0.541835606098175, 0.14375726878643036]","[0.5938735604286194, 0.20916059613227844]","[0.5887778401374817, 0.22037842869758606]","[0.6299576163291931, 0.36050906777381897]","[0.6152227520942688, 0.3594191372394562]","[0.5727980732917786, 0.4684954285621643]","[0.5775609612464905, 0.45353108644485474]","[0.5608431100845337, 0.4987737536430359]","[0.5652385354042053, 0.4816438555717468]","[0.5531498789787292, 0.48289451003074646]","[0.5625168681144714, 0.47519344091415405]","[0.557091236114502, 0.4744478464126587]","[0.5664883255958557, 0.46622830629348755]","[0.6175385117530823, 0.5334915518760681]","[0.6151415705680847, 0.5297583937644958]","[0.57933509349823, 0.7331163287162781]","[0.6158605813980103, 0.7374910712242126]","[0.7076612114906311, 0.7484907507896423]","[0.6260619759559631, 0.9192294478416443]","[0.7228807806968689, 0.7274848818778992]","[0.6404191851615906, 0.9538566470146179]","[0.7184880971908569, 0.8381275534629822]","[0.5757492780685425, 0.9594162106513977]"
"[0.5335489511489868, 0.12537577748298645]","[0.5398640036582947, 0.1021491289138794]","[0.5416823029518127, 0.1018681526184082]","[0.5438104271888733, 0.10139812529087067]","[0.5394702553749084, 0.10165487974882126]","[0.5408124923706055, 0.10090800374746323]","[0.5424181222915649, 0.09981150925159454]","[0.5629028677940369, 0.11033119261264801]","[0.559432864189148, 0.10634768009185791]","[0.5419291257858276, 0.14964739978313446]","[0.5403772592544556, 0.15026502311229706]","[0.5944980978965759, 0.2147919088602066]","[0.5896577835083008, 0.2255842238664627]","[0.6333417296409607, 0.3661535382270813]","[0.6011723279953003, 0.3703874945640564]","[0.5834919810295105, 0.4753797650337219]","[0.5690986514091492, 0.4555109739303589]","[0.5711961984634399, 0.506045937538147]","[0.549328088760376, 0.4776914715766907]","[0.5634346008300781, 0.4898429811000824]","[0.5474333167076111, 0.4708186686038971]","[0.567696213722229, 0.4817194938659668]","[0.5524870157241821, 0.4621778130531311]","[0.6187447309494019, 0.5362656712532043]","[0.6173548102378845, 0.5377146601676941]","[0.5621496438980103, 0.727496862411499]","[0.6218469142913818, 0.7469343543052673]","[0.6796178221702576, 0.7609656453132629]","[0.6559434533119202, 0.9288648962974548]","[0.7010347247123718, 0.740879237651825]","[0.6708524227142334, 0.9676106572151184]","[0.710871160030365, 0.8089139461517334]","[0.5873076915740967, 0.9575658440589905]"
"[0.5283842086791992, 0.12393063306808472]","[0.5351719260215759, 0.10107135772705078]","[0.5372750163078308, 0.10080064088106155]","[0.5397399663925171, 0.10016847401857376]","[0.5344692468643188, 0.10066621750593185]","[0.5358164310455322, 0.09996098279953003]","[0.5374637246131897, 0.09869897365570068]","[0.5605223774909973, 0.10701083391904831]","[0.55539470911026, 0.10304869711399078]","[0.5379969477653503, 0.14602619409561157]","[0.536162257194519, 0.14635825157165527]","[0.5953207015991211, 0.21196256577968597]","[0.5814248919487, 0.2223672717809677]","[0.6498068571090698, 0.35124146938323975]","[0.5961036682128906, 0.3565860390663147]","[0.5911021828651428, 0.4597788155078888]","[0.5645133256912231, 0.43896371126174927]","[0.5771347284317017, 0.4883582592010498]","[0.5456234812736511, 0.4572635591030121]","[0.570508599281311, 0.47444161772727966]","[0.541111171245575, 0.44876402616500854]","[0.5744420886039734, 0.46635207533836365]","[0.5492815971374512, 0.442247599363327]","[0.6167545318603516, 0.5364917516708374]","[0.6185420155525208, 0.5360146164894104]","[0.5464673042297363, 0.6985878348350525]","[0.6419566869735718, 0.7390344142913818]","[0.6380122900009155, 0.7855794429779053]","[0.7080893516540527, 0.9084364175796509]","[0.6592329740524292, 0.7963675856590271]","[0.7325617671012878, 0.9493837356567383]","[0.61771160364151, 0.8945061564445496]","[0.655571699142456, 0.9540073871612549]"
"[0.5245018601417542, 0.11666199564933777]","[0.5300738215446472, 0.09357098489999771]","[0.5322176218032837, 0.09266474097967148]","[0.5347211360931396, 0.09141366928815842]","[0.5291087031364441, 0.09461501240730286]","[0.5302965641021729, 0.09433826059103012]","[0.5317574739456177, 0.09357424080371857]","[0.556106448173523, 0.09677422046661377]","[0.5506131649017334, 0.09861200302839279]","[0.5344235301017761, 0.136526957154274]","[0.532814085483551, 0.1380799561738968]","[0.59553462266922, 0.2007976472377777]","[0.5786981582641602, 0.21769224107265472]","[0.6622881293296814, 0.31648895144462585]","[0.595464825630188, 0.35388657450675964]","[0.6099244356155396, 0.435587614774704]","[0.5498058795928955, 0.43111056089401245]","[0.5972025990486145, 0.480168879032135]","[0.5356243848800659, 0.4541153907775879]","[0.5871090292930603, 0.461711585521698]","[0.5351901650428772, 0.4448203146457672]","[0.5886321067810059, 0.4570188820362091]","[0.5409854650497437, 0.4398663341999054]","[0.6129131317138672, 0.5285552144050598]","[0.615410327911377, 0.5241653919219971]","[0.5459097623825073, 0.6871169209480286]","[0.6491867303848267, 0.7228825688362122]","[0.6123411059379578, 0.847489058971405]","[0.7312720417976379, 0.8900521993637085]","[0.6724547147750854, 0.8652597069740295]","[0.7529526948928833, 0.9232400059700012]","[0.5697652697563171, 0.923646092414856]","[0.6675845384597778, 0.9494930505752563]"
"[0.5206140875816345, 0.09881247580051422]","[0.5259250998497009, 0.07298872619867325]","[0.5282019376754761, 0.07245872914791107]","[0.5308078527450562, 0.0716366097331047]","[0.524731457233429, 0.07394912093877792]","[0.5259603261947632, 0.07394886761903763]","[0.5274109840393066, 0.07348750531673431]","[0.5517098307609558, 0.07637019455432892]","[0.546359121799469, 0.07776404172182083]","[0.5309363007545471, 0.11770263314247131]","[0.5292393565177917, 0.11878951638936996]","[0.596028208732605, 0.18430598080158234]","[0.5738904476165771, 0.20821624994277954]","[0.6679196953773499, 0.29903262853622437]","[0.5890995264053345, 0.3510885536670685]","[0.616044282913208, 0.4069657325744629]","[0.540511965751648, 0.4090220630168915]","[0.6015549898147583, 0.4486735463142395]","[0.5284923315048218, 0.4278695285320282]","[0.5906621217727661, 0.436774879693985]","[0.5289457440376282, 0.4152781665325165]","[0.5923336148262024, 0.4287741780281067]","[0.5340623259544373, 0.41080501675605774]","[0.6045870780944824, 0.5138380527496338]","[0.6150854825973511, 0.5065640211105347]","[0.531333863735199, 0.6683183312416077]","[0.6589553356170654, 0.7021757364273071]","[0.5651965141296387, 0.8809137940406799]","[0.7528597712516785, 0.8700174689292908]","[0.5875298976898193, 0.9239171147346497]","[0.7804428339004517, 0.8813393712043762]","[0.5139678716659546, 0.9280953407287598]","[0.7331122159957886, 0.9495937824249268]"
"[0.5205075144767761, 0.08330527693033218]","[0.5264745950698853, 0.062128908932209015]","[0.5290171504020691, 0.06199455261230469]","[0.5318531394004822, 0.061514731496572495]","[0.524478554725647, 0.0631832629442215]","[0.5254789590835571, 0.06359871476888657]","[0.5266468524932861, 0.06361076235771179]","[0.5524545311927795, 0.06849392503499985]","[0.5456651449203491, 0.07004806399345398]","[0.530928373336792, 0.10260707139968872]","[0.5283380150794983, 0.10415995121002197]","[0.5961815118789673, 0.1748904138803482]","[0.5681504011154175, 0.1987052857875824]","[0.666702151298523, 0.28491634130477905]","[0.5862018465995789, 0.33512523770332336]","[0.6150848269462585, 0.390171080827713]","[0.5417832136154175, 0.38264796137809753]","[0.6006598472595215, 0.42639854550361633]","[0.5292376279830933, 0.4052455425262451]","[0.5889286398887634, 0.4157618582248688]","[0.5285332798957825, 0.39441099762916565]","[0.5909868478775024, 0.4069170653820038]","[0.5346372723579407, 0.3885492980480194]","[0.5985373258590698, 0.5046783685684204]","[0.6120198965072632, 0.49620509147644043]","[0.5366314053535461, 0.6740113496780396]","[0.6565529108047485, 0.6919114589691162]","[0.537849485874176, 0.8863176703453064]","[0.7649941444396973, 0.8137317299842834]","[0.5527743101119995, 0.9374638795852661]","[0.7976514101028442, 0.8115348219871521]","[0.47641414403915405, 0.9227943420410156]","[0.7644104957580566, 0.9298338890075684]"
"[0.520337700843811, 0.08281140774488449]","[0.525943398475647, 0.0622321292757988]","[0.5284889936447144, 0.06182432174682617]","[0.5313720703125, 0.061119671911001205]","[0.5237336754798889, 0.06398658454418182]","[0.5245540738105774, 0.0646052435040474]","[0.5255323648452759, 0.06482299417257309]","[0.5510395169258118, 0.0685950294137001]","[0.542045533657074, 0.07181645184755325]","[0.5305670499801636, 0.10367544740438461]","[0.5278418660163879, 0.1057744026184082]","[0.5926353335380554, 0.17409242689609528]","[0.5678617358207703, 0.1985919177532196]","[0.6646074652671814, 0.2878321409225464]","[0.5874117016792297, 0.33496859669685364]","[0.6100956201553345, 0.392679899930954]","[0.5403462052345276, 0.38522884249687195]","[0.5950689315795898, 0.42939767241477966]","[0.5304955840110779, 0.40516403317451477]","[0.5855872631072998, 0.41576528549194336]","[0.5292181372642517, 0.3948770761489868]","[0.5888947248458862, 0.4069536030292511]","[0.5345056056976318, 0.38966670632362366]","[0.5948961973190308, 0.5069540739059448]","[0.6130193471908569, 0.4992242157459259]","[0.5361775159835815, 0.6752887964248657]","[0.6513057351112366, 0.6930177211761475]","[0.5294305682182312, 0.8936346173286438]","[0.7614572048187256, 0.7634634971618652]","[0.5413578748703003, 0.9400880336761475]","[0.7891049385070801, 0.7518253922462463]","[0.46865114569664, 0.9177613258361816]","[0.7735251784324646, 0.8662396669387817]"
"[0.5202192664146423, 0.09097655862569809]","[0.5254299640655518, 0.0689098984003067]","[0.527582049369812, 0.0679992288351059]","[0.5300660729408264, 0.06697661429643631]","[0.5240594148635864, 0.07040000706911087]","[0.5251070261001587, 0.07045337557792664]","[0.5263819098472595, 0.07029242068529129]","[0.5499857664108276, 0.07220818102359772]","[0.5442194938659668, 0.07617392390966415]","[0.5301423072814941, 0.11303632706403732]","[0.5279935598373413, 0.11549932509660721]","[0.5852978229522705, 0.1781059056520462]","[0.5738803744316101, 0.1988736093044281]","[0.662054181098938, 0.2955104112625122]","[0.5922454595565796, 0.3398100733757019]","[0.6070699691772461, 0.3974718749523163]","[0.5493303537368774, 0.39019426703453064]","[0.5875548124313354, 0.4411833882331848]","[0.5370616316795349, 0.4086095690727234]","[0.5792804956436157, 0.4263942241668701]","[0.5350105166435242, 0.39946407079696655]","[0.581915020942688, 0.41704079508781433]","[0.5398122668266296, 0.3961135745048523]","[0.5936836004257202, 0.5200371742248535]","[0.6138659715652466, 0.5089836120605469]","[0.5439820885658264, 0.6853065490722656]","[0.6488395929336548, 0.7099826335906982]","[0.5324920415878296, 0.9128364324569702]","[0.7532363533973694, 0.7355465292930603]","[0.5436607003211975, 0.9528453350067139]","[0.7776481509208679, 0.7142378091812134]","[0.47292304039001465, 0.9208081364631653]","[0.772741436958313, 0.8320151567459106]"
"[0.5199989080429077, 0.10958883166313171]","[0.5251625180244446, 0.08543534576892853]","[0.5271632671356201, 0.0848982036113739]","[0.5295003652572632, 0.08426784723997116]","[0.5243626832962036, 0.08539538830518723]","[0.5256448984146118, 0.08470961451530457]","[0.5271558165550232, 0.08376675099134445]","[0.5496171712875366, 0.08937679976224899]","[0.545305609703064, 0.08866164833307266]","[0.5300625562667847, 0.13339422643184662]","[0.5280589461326599, 0.13460572063922882]","[0.586941123008728, 0.20091527700424194]","[0.5756728053092957, 0.2103641927242279]","[0.6572633385658264, 0.33987900614738464]","[0.5953097939491272, 0.3449135720729828]","[0.587100625038147, 0.4383225739002228]","[0.5540793538093567, 0.41579002141952515]","[0.5650495290756226, 0.46438026428222656]","[0.5407589673995972, 0.4456694722175598]","[0.5590897798538208, 0.44420570135116577]","[0.5376479625701904, 0.428174763917923]","[0.5642431378364563, 0.4363257884979248]","[0.5436528921127319, 0.4181165397167206]","[0.5933571457862854, 0.5333585739135742]","[0.6114946603775024, 0.5163397192955017]","[0.5475643873214722, 0.727877140045166]","[0.6332826018333435, 0.710227370262146]","[0.5564899444580078, 0.933786153793335]","[0.7391637563705444, 0.7170352339744568]","[0.5693765878677368, 0.9715254902839661]","[0.7624900341033936, 0.6932719349861145]","[0.4947644770145416, 0.9366724491119385]","[0.7510299682617188, 0.7901681661605835]"
"[0.5167312026023865, 0.12194251269102097]","[0.5235382318496704, 0.09791003167629242]","[0.5259401202201843, 0.09767477214336395]","[0.5286703109741211, 0.09743916243314743]","[0.5218924283981323, 0.09771329164505005]","[0.5229230523109436, 0.09717933088541031]","[0.524182140827179, 0.09654106199741364]","[0.5495135188102722, 0.10800308734178543]","[0.5432832837104797, 0.10561433434486389]","[0.5264406204223633, 0.14928382635116577]","[0.5236402750015259, 0.14996156096458435]","[0.5878075361251831, 0.23095175623893738]","[0.5718584060668945, 0.23040035367012024]","[0.6387121081352234, 0.38952457904815674]","[0.5940111875534058, 0.3808286488056183]","[0.570350170135498, 0.47734880447387695]","[0.5565717220306396, 0.45161059498786926]","[0.5514633059501648, 0.5048531293869019]","[0.5434709191322327, 0.48154497146606445]","[0.5448527336120605, 0.4835316240787506]","[0.5405027270317078, 0.4692854583263397]","[0.550837516784668, 0.4756624400615692]","[0.5461313724517822, 0.45523062348365784]","[0.5945796370506287, 0.5447168350219727]","[0.5955573916435242, 0.5323023796081543]","[0.5626548528671265, 0.7414882183074951]","[0.5829879641532898, 0.7179189324378967]","[0.583796501159668, 0.911945104598999]","[0.6745956540107727, 0.80168616771698]","[0.5970560312271118, 0.9406120181083679]","[0.6959109902381897, 0.8069994449615479]","[0.5777097940444946, 0.9294182658195496]","[0.6537973880767822, 0.8663318157196045]"
"[0.5146663784980774, 0.14459243416786194]","[0.5217018127441406, 0.1203974112868309]","[0.5240732431411743, 0.12032882869243622]","[0.5267746448516846, 0.12018179148435593]","[0.5203498601913452, 0.11960531026124954]","[0.5214824676513672, 0.11890672147274017]","[0.5228715538978577, 0.11794591695070267]","[0.5477185845375061, 0.13059113919734955]","[0.5420491695404053, 0.12628839910030365]","[0.5243499279022217, 0.16807620227336884]","[0.522003173828125, 0.16812147200107574]","[0.5862827301025391, 0.26842325925827026]","[0.571124255657196, 0.24683639407157898]","[0.6170365810394287, 0.4318416118621826]","[0.5955831408500671, 0.4003320038318634]","[0.551154613494873, 0.4975895881652832]","[0.558387279510498, 0.47748100757598877]","[0.5331156849861145, 0.5183323621749878]","[0.5448934435844421, 0.5089496374130249]","[0.5285971760749817, 0.50013667345047]","[0.541411280632019, 0.4968092739582062]","[0.5355166792869568, 0.4932670593261719]","[0.547496497631073, 0.48861193656921387]","[0.6009629964828491, 0.5692551732063293]","[0.5929135084152222, 0.5533310174942017]","[0.5967487692832947, 0.7668430805206299]","[0.5697392821311951, 0.7200192809104919]","[0.636734127998352, 0.928275465965271]","[0.6414570212364197, 0.8147337436676025]","[0.6564375758171082, 0.9588622450828552]","[0.6600714921951294, 0.8236327171325684]","[0.5945323705673218, 0.9709787368774414]","[0.6033255457878113, 0.8805128335952759]"
"[0.5133911967277527, 0.13544116914272308]","[0.5211533308029175, 0.11251041293144226]","[0.5233973264694214, 0.11257454752922058]","[0.5259224772453308, 0.11274915188550949]","[0.5204014182090759, 0.11167331039905548]","[0.521826446056366, 0.11100615561008453]","[0.5234252214431763, 0.1101653128862381]","[0.5462004542350769, 0.12609928846359253]","[0.5418066382408142, 0.11991962045431137]","[0.5224611759185791, 0.16126097738742828]","[0.5210349559783936, 0.16032393276691437]","[0.5759552717208862, 0.2555377185344696]","[0.5735578536987305, 0.23889105021953583]","[0.6016029119491577, 0.4338725209236145]","[0.6147056818008423, 0.39224672317504883]","[0.5346024632453918, 0.48418399691581726]","[0.6107960939407349, 0.3830551207065582]","[0.5173525214195251, 0.50224769115448]","[0.6070917248725891, 0.40403658151626587]","[0.5162924528121948, 0.4868665337562561]","[0.6038366556167603, 0.3906251788139343]","[0.5228902101516724, 0.47981008887290955]","[0.603101909160614, 0.3877054452896118]","[0.6088502407073975, 0.5744240283966064]","[0.5956867933273315, 0.5543624758720398]","[0.6076598763465881, 0.7774760127067566]","[0.5442712306976318, 0.7119672298431396]","[0.6808344125747681, 0.929811954498291]","[0.6402838826179504, 0.7795498967170715]","[0.7049165964126587, 0.9511244297027588]","[0.6690481901168823, 0.7881345152854919]","[0.6400905251502991, 0.980190634727478]","[0.6339950561523438, 0.8599602580070496]"
"[0.5130125284194946, 0.1349411904811859]","[0.520440936088562, 0.10989774018526077]","[0.5222641229629517, 0.10928086936473846]","[0.5243704319000244, 0.1088448315858841]","[0.5207205414772034, 0.11092086136341095]","[0.5224317312240601, 0.11072374135255814]","[0.5242530107498169, 0.10963272303342819]","[0.5432436466217041, 0.12000756710767746]","[0.5423715114593506, 0.11641249060630798]","[0.5209093689918518, 0.1583767831325531]","[0.5208330750465393, 0.15869280695915222]","[0.5664227604866028, 0.24363300204277039]","[0.5801054239273071, 0.22739355266094208]","[0.5929036736488342, 0.4122083783149719]","[0.6361722350120544, 0.3358418643474579]","[0.5342425107955933, 0.46095338463783264]","[0.6081356406211853, 0.3779323101043701]","[0.5177079439163208, 0.4635373055934906]","[0.5994831323623657, 0.4047371447086334]","[0.5165699124336243, 0.44565460085868835]","[0.5921109914779663, 0.3902679979801178]","[0.5224072337150574, 0.441311776638031]","[0.59300696849823, 0.3848169445991516]","[0.609946608543396, 0.566842257976532]","[0.5961036086082458, 0.548238217830658]","[0.6398309469223022, 0.7689357995986938]","[0.5208553075790405, 0.6649993658065796]","[0.7152361869812012, 0.9213341474533081]","[0.6171041131019592, 0.7846648097038269]","[0.7419654726982117, 0.943097710609436]","[0.6380118131637573, 0.7911889553070068]","[0.6731250882148743, 0.9814351201057434]","[0.5872064828872681, 0.8605368733406067]"
"[0.5085326433181763, 0.1262604296207428]","[0.5143522024154663, 0.10197822004556656]","[0.5158599615097046, 0.10224732011556625]","[0.5176013708114624, 0.10239583998918533]","[0.5153567790985107, 0.10059020668268204]","[0.5173617601394653, 0.09960753470659256]","[0.5195817947387695, 0.09784083813428879]","[0.5367889404296875, 0.1102365106344223]","[0.5383228659629822, 0.10322272777557373]","[0.5167990922927856, 0.14593835175037384]","[0.5169421434402466, 0.14498811960220337]","[0.5630300045013428, 0.23887988924980164]","[0.5838479995727539, 0.20524665713310242]","[0.586980938911438, 0.39817014336586]","[0.6449129581451416, 0.29771777987480164]","[0.5307791829109192, 0.4243587553501129]","[0.6083505749702454, 0.3749181032180786]","[0.5152058005332947, 0.4257892668247223]","[0.6027798652648926, 0.3921513855457306]","[0.5148810148239136, 0.4068782925605774]","[0.5979526042938232, 0.38531848788261414]","[0.5207623839378357, 0.40366074442863464]","[0.5979294776916504, 0.3810657560825348]","[0.6098747253417969, 0.56346195936203]","[0.5904058218002319, 0.5448418259620667]","[0.6561798453330994, 0.7581038475036621]","[0.5161812901496887, 0.6545902490615845]","[0.7391932606697083, 0.9113603234291077]","[0.5865693092346191, 0.7886081337928772]","[0.7626718282699585, 0.9163553714752197]","[0.6045857071876526, 0.8164451718330383]","[0.7166827917098999, 0.9769323468208313]","[0.5429263710975647, 0.8632883429527283]"
"[0.5068488717079163, 0.11170632392168045]","[0.5119390487670898, 0.0895681083202362]","[0.5130370855331421, 0.09048376232385635]","[0.5142993927001953, 0.09121884405612946]","[0.5139064192771912, 0.08703773468732834]","[0.5161823630332947, 0.08602087944746017]","[0.518707275390625, 0.08435750007629395]","[0.5318664908409119, 0.09800230711698532]","[0.5368483662605286, 0.08871079981327057]","[0.513876736164093, 0.12917794287204742]","[0.5151234865188599, 0.12730653584003448]","[0.5568556785583496, 0.21733476221561432]","[0.5855767726898193, 0.18949444591999054]","[0.5826994180679321, 0.3798447549343109]","[0.6493839025497437, 0.2818574607372284]","[0.5349711179733276, 0.39621996879577637]","[0.6135236620903015, 0.3615724444389343]","[0.5205247402191162, 0.39752334356307983]","[0.6082502603530884, 0.38245806097984314]","[0.5192385315895081, 0.376922070980072]","[0.6029416918754578, 0.3728020489215851]","[0.5258997082710266, 0.3758563995361328]","[0.6034605503082275, 0.36774975061416626]","[0.6060425639152527, 0.5456093549728394]","[0.5928537845611572, 0.531601071357727]","[0.6574271321296692, 0.7528209090232849]","[0.521674633026123, 0.6503729820251465]","[0.75885009765625, 0.8792378902435303]","[0.5583768486976624, 0.8257794976234436]","[0.7795165777206421, 0.8761117458343506]","[0.5731440782546997, 0.8693456053733826]","[0.7479442954063416, 0.968213677406311]","[0.5044305324554443, 0.8636413812637329]"
"[0.5079565048217773, 0.10314355790615082]","[0.5130969285964966, 0.08175092935562134]","[0.5141509175300598, 0.08260775357484818]","[0.5153536796569824, 0.08338851481676102]","[0.5150226354598999, 0.07911340892314911]","[0.5172520279884338, 0.07797937095165253]","[0.519688606262207, 0.0763692557811737]","[0.5326112508773804, 0.08935562521219254]","[0.5370836853981018, 0.080297090113163]","[0.5148919820785522, 0.12187819927930832]","[0.5162580013275146, 0.11933013051748276]","[0.5553504228591919, 0.20008990168571472]","[0.5902348160743713, 0.1795114278793335]","[0.5831934809684753, 0.3666696846485138]","[0.6528337001800537, 0.2813403010368347]","[0.5415090322494507, 0.3854706287384033]","[0.6123487949371338, 0.3659777045249939]","[0.5253466367721558, 0.39076483249664307]","[0.6064493656158447, 0.38878437876701355]","[0.5234300494194031, 0.3705000579357147]","[0.6009567975997925, 0.37730926275253296]","[0.5305636525154114, 0.3692369759082794]","[0.6009400486946106, 0.37138503789901733]","[0.5977312326431274, 0.5363612174987793]","[0.5929503440856934, 0.5260598063468933]","[0.620376467704773, 0.7060976028442383]","[0.5896554589271545, 0.6776570081710815]","[0.7069975733757019, 0.855427622795105]","[0.5800586938858032, 0.8792998194694519]","[0.7279773950576782, 0.8696279525756836]","[0.6113203167915344, 0.9077542424201965]","[0.6909260153770447, 0.9267420172691345]","[0.5663341283798218, 0.9385918378829956]"
"[0.5083701014518738, 0.09671958535909653]","[0.513595700263977, 0.07576683908700943]","[0.5148587226867676, 0.07656971365213394]","[0.5163525342941284, 0.07732334733009338]","[0.5149072408676147, 0.07365301251411438]","[0.5168709754943848, 0.07284900546073914]","[0.5190612077713013, 0.07171989232301712]","[0.5338735580444336, 0.0850980132818222]","[0.536481499671936, 0.0779048502445221]","[0.5155408382415771, 0.11846616864204407]","[0.5163803696632385, 0.11579987406730652]","[0.5567914247512817, 0.1988687664270401]","[0.5896338224411011, 0.1792040765285492]","[0.5836647748947144, 0.35774514079093933]","[0.643962562084198, 0.28722459077835083]","[0.5414156913757324, 0.3850056529045105]","[0.6238692402839661, 0.339143842458725]","[0.5268274545669556, 0.3937038779258728]","[0.6208475828170776, 0.3518073260784149]","[0.5249689817428589, 0.3762560188770294]","[0.6245237588882446, 0.33875197172164917]","[0.5312303900718689, 0.3730800151824951]","[0.6138100028038025, 0.3430745005607605]","[0.5988003611564636, 0.5365674495697021]","[0.5921218395233154, 0.5261539220809937]","[0.6371806859970093, 0.722648024559021]","[0.5577265024185181, 0.6925401091575623]","[0.7713276743888855, 0.8032138347625732]","[0.5252238512039185, 0.8894180059432983]","[0.7977532148361206, 0.7810530066490173]","[0.5338284373283386, 0.933686375617981]","[0.7841523885726929, 0.9188519716262817]","[0.4743530750274658, 0.9279174208641052]"
"[0.5090577006340027, 0.09778590500354767]","[0.5143056511878967, 0.07672490179538727]","[0.5156902074813843, 0.07751339673995972]","[0.5173385143280029, 0.07815892994403839]","[0.5154439210891724, 0.07464493811130524]","[0.5173932909965515, 0.07392733544111252]","[0.5195891261100769, 0.07279521226882935]","[0.535240888595581, 0.08574068546295166]","[0.537060558795929, 0.07849621027708054]","[0.5165130496025085, 0.11901174485683441]","[0.5170866847038269, 0.11604557186365128]","[0.5588800311088562, 0.1983969807624817]","[0.5891799926757812, 0.18329735100269318]","[0.5900415182113647, 0.3548663556575775]","[0.640263020992279, 0.2954016923904419]","[0.541739821434021, 0.3927449882030487]","[0.6175163984298706, 0.3489817678928375]","[0.5271836519241333, 0.40568962693214417]","[0.6169078946113586, 0.36850234866142273]","[0.5244210958480835, 0.3869192898273468]","[0.6021661758422852, 0.35709792375564575]","[0.5300828218460083, 0.3827860653400421]","[0.5991339683532715, 0.3553578555583954]","[0.5982982516288757, 0.543232798576355]","[0.5933289527893066, 0.5337610840797424]","[0.6280649304389954, 0.7486864924430847]","[0.5598894357681274, 0.7210540175437927]","[0.762167751789093, 0.7784742712974548]","[0.5326148867607117, 0.9164809584617615]","[0.7809051275253296, 0.7463989853858948]","[0.5414524078369141, 0.963965117931366]","[0.7803176045417786, 0.8917509317398071]","[0.47676563262939453, 0.9180071353912354]"
"[0.5093395709991455, 0.11210120469331741]","[0.5147737264633179, 0.08888669312000275]","[0.5162414312362671, 0.0888647735118866]","[0.5179686546325684, 0.08881518989801407]","[0.515546441078186, 0.08772565424442291]","[0.5173047184944153, 0.08680465817451477]","[0.5192911624908447, 0.08559536933898926]","[0.5358773469924927, 0.09603650867938995]","[0.5365612506866455, 0.0917133092880249]","[0.5170167088508606, 0.13784879446029663]","[0.5171517133712769, 0.13739491999149323]","[0.5609234571456909, 0.2043304294347763]","[0.5825797319412231, 0.20284706354141235]","[0.5912709832191467, 0.3645857870578766]","[0.6179925203323364, 0.341879665851593]","[0.5417075753211975, 0.44768834114074707]","[0.5807307958602905, 0.4261043071746826]","[0.5281827449798584, 0.4685440957546234]","[0.5673350095748901, 0.43520423769950867]","[0.5245493650436401, 0.45203086733818054]","[0.5637340545654297, 0.4312320351600647]","[0.5293803215026855, 0.44492873549461365]","[0.5643495321273804, 0.4287329316139221]","[0.5953623056411743, 0.5549731850624084]","[0.5936130285263062, 0.5478987097740173]","[0.5720824003219604, 0.7549346685409546]","[0.6151896119117737, 0.7684533596038818]","[0.5731008052825928, 0.9293569922447205]","[0.7358338832855225, 0.8007155656814575]","[0.5869159698486328, 0.961570143699646]","[0.7533491849899292, 0.7808725833892822]","[0.5082864165306091, 0.9442421197891235]","[0.753959596157074, 0.900783896446228]"
"[0.5086800456047058, 0.14076215028762817]","[0.5150154829025269, 0.11612159758806229]","[0.5165981650352478, 0.11639720946550369]","[0.5184078216552734, 0.11652358621358871]","[0.515431821346283, 0.11494237184524536]","[0.5170717239379883, 0.11432826519012451]","[0.5189079642295837, 0.11338918656110764]","[0.5363907814025879, 0.1260109841823578]","[0.5358036756515503, 0.12049800157546997]","[0.5163816809654236, 0.1663070172071457]","[0.51575767993927, 0.16645409166812897]","[0.5636057257652283, 0.23471762239933014]","[0.5729638338088989, 0.23352091014385223]","[0.5996999144554138, 0.3898644745349884]","[0.5953109264373779, 0.38139015436172485]","[0.5503203868865967, 0.49584588408470154]","[0.5591389536857605, 0.4798271954059601]","[0.5399288535118103, 0.5253854393959045]","[0.5463308095932007, 0.5142814517021179]","[0.5330193638801575, 0.5099729299545288]","[0.542159378528595, 0.5088745951652527]","[0.5364073514938354, 0.5016427636146545]","[0.5478372573852539, 0.4950707256793976]","[0.5926381349563599, 0.56171715259552]","[0.5934699773788452, 0.5535848736763]","[0.5750163793563843, 0.7748703956604004]","[0.5993109345436096, 0.7659842371940613]","[0.6757336854934692, 0.8032517433166504]","[0.6740654706954956, 0.8697081804275513]","[0.6890671253204346, 0.7765716314315796]","[0.6722849607467651, 0.9269800186157227]","[0.6830663084983826, 0.9105542302131653]","[0.6574205160140991, 0.9533956050872803]"
